,date,lat,long,Parameter Name,mean_ozone
23,2021-01-01,34.19925,-118.53276,Ozone,0.021294
32,2021-01-02,34.19925,-118.53276,Ozone,0.015333
48,2021-01-03,34.19925,-118.53276,Ozone,0.015292
63,2021-01-04,34.19925,-118.53276,Ozone,0.014292
86,2021-01-05,34.19925,-118.53276,Ozone,0.011792
102,2021-01-06,34.19925,-118.53276,Ozone,0.013917
123,2021-01-07,34.19925,-118.53276,Ozone,0.01875
145,2021-01-08,34.19925,-118.53276,Ozone,0.028167
161,2021-01-09,34.19925,-118.53276,Ozone,0.040042
187,2021-01-10,34.19925,-118.53276,Ozone,0.033412
206,2021-01-11,34.19925,-118.53276,Ozone,0.022059
222,2021-01-12,34.19925,-118.53276,Ozone,0.024588
246,2021-01-13,34.19925,-118.53276,Ozone,0.022706
264,2021-01-14,34.19925,-118.53276,Ozone,0.037625
280,2021-01-15,34.19925,-118.53276,Ozone,0.037625
304,2021-01-16,34.19925,-118.53276,Ozone,0.039875
323,2021-01-17,34.19925,-118.53276,Ozone,0.029583
340,2021-01-18,34.19925,-118.53276,Ozone,0.020083
364,2021-01-19,34.19925,-118.53276,Ozone,0.035375
381,2021-01-20,34.19925,-118.53276,Ozone,0.038375
397,2021-01-21,34.19925,-118.53276,Ozone,0.024125
421,2021-01-22,34.19925,-118.53276,Ozone,0.025625
440,2021-01-23,34.19925,-118.53276,Ozone,0.023
456,2021-01-24,34.19925,-118.53276,Ozone,0.024292
480,2021-01-25,34.19925,-118.53276,Ozone,0.032
499,2021-01-26,34.19925,-118.53276,Ozone,0.020458
515,2021-01-27,34.19925,-118.53276,Ozone,0.02825
555,2021-01-28,34.19925,-118.53276,Ozone,0.023333
560,2021-01-29,34.19925,-118.53276,Ozone,0.017706
574,2021-01-30,34.19925,-118.53276,Ozone,0.017708
598,2021-01-31,34.19925,-118.53276,Ozone,0.024882
617,2021-02-01,34.19925,-118.53276,Ozone,0.017625
633,2021-02-02,34.19925,-118.53276,Ozone,0.026542
657,2021-02-03,34.19925,-118.53276,Ozone,0.021833
676,2021-02-04,34.19925,-118.53276,Ozone,0.017958
692,2021-02-05,34.19925,-118.53276,Ozone,0.018792
717,2021-02-06,34.19925,-118.53276,Ozone,0.025125
744,2021-02-07,34.19925,-118.53276,Ozone,0.023917
763,2021-02-08,34.19925,-118.53276,Ozone,0.038471
777,2021-02-09,34.19925,-118.53276,Ozone,0.038583
795,2021-02-10,34.19925,-118.53276,Ozone,0.029917
811,2021-02-11,34.19925,-118.53276,Ozone,0.026333
836,2021-02-12,34.19925,-118.53276,Ozone,0.031542
854,2021-02-13,34.19925,-118.53276,Ozone,0.025792
870,2021-02-14,34.19925,-118.53276,Ozone,0.039235
895,2021-02-15,34.19925,-118.53276,Ozone,0.021412
913,2021-02-16,34.19925,-118.53276,Ozone,0.043176
930,2021-02-17,34.19925,-118.53276,Ozone,0.043167
955,2021-02-18,34.19925,-118.53276,Ozone,0.039286
975,2021-02-19,34.19925,-118.53276,Ozone,0.012
998,2021-02-20,34.19925,-118.53276,Ozone,0.043824
1003,2021-02-21,34.19925,-118.53276,Ozone,0.039176
1042,2021-02-22,34.19925,-118.53276,Ozone,0.028167
1048,2021-02-23,34.19925,-118.53276,Ozone,0.022625
1073,2021-02-24,34.19925,-118.53276,Ozone,0.031042
1091,2021-02-25,34.19925,-118.53276,Ozone,0.04875
1107,2021-02-26,34.19925,-118.53276,Ozone,0.02975
1132,2021-02-27,34.19925,-118.53276,Ozone,0.042958
1150,2021-02-28,34.19925,-118.53276,Ozone,0.046375
1164,2021-03-01,34.19925,-118.53276,Ozone,0.027417
1188,2021-03-02,34.19925,-118.53276,Ozone,0.024167
1207,2021-03-03,34.19925,-118.53276,Ozone,0.024
1223,2021-03-04,34.19925,-118.53276,Ozone,0.031083
1248,2021-03-05,34.19925,-118.53276,Ozone,0.035958
1266,2021-03-06,34.19925,-118.53276,Ozone,0.032042
1282,2021-03-07,34.19925,-118.53276,Ozone,0.033375
1307,2021-03-08,34.19925,-118.53276,Ozone,0.037917
1332,2021-03-09,34.19925,-118.53276,Ozone,0.037765
1348,2021-03-10,34.19925,-118.53276,Ozone,0.039208
1369,2021-03-11,34.19925,-118.53276,Ozone,0.031875
1390,2021-03-12,34.19925,-118.53276,Ozone,0.009
1403,2021-03-13,34.19925,-118.53276,Ozone,0.0175
1424,2021-03-14,34.19925,-118.53276,Ozone,0.036125
1442,2021-03-15,34.19925,-118.53276,Ozone,0.037625
1458,2021-03-16,34.19925,-118.53276,Ozone,0.025857
1483,2021-03-17,34.19925,-118.53276,Ozone,0.026
1501,2021-03-18,34.19925,-118.53276,Ozone,0.033818
1517,2021-03-19,34.19925,-118.53276,Ozone,0.02925
1542,2021-03-20,34.19925,-118.53276,Ozone,0.03225
1559,2021-03-21,34.19925,-118.53276,Ozone,0.044625
1575,2021-03-22,34.19925,-118.53276,Ozone,0.03075
1598,2021-03-23,34.19925,-118.53276,Ozone,0.035875
1618,2021-03-24,34.19925,-118.53276,Ozone,0.044833
1634,2021-03-25,34.19925,-118.53276,Ozone,0.03675
1658,2021-03-26,34.19925,-118.53276,Ozone,0.028667
1677,2021-03-27,34.19925,-118.53276,Ozone,0.026333
1693,2021-03-28,34.19925,-118.53276,Ozone,0.033333
1717,2021-03-29,34.19925,-118.53276,Ozone,0.035625
1736,2021-03-30,34.19925,-118.53276,Ozone,0.037542
1750,2021-03-31,34.19925,-118.53276,Ozone,0.032708
