,date,lat,long,Parameter Name,mean_ozone
4,2021-01-01,34.181977,-118.363036,Ozone,0.028833
18,2021-01-02,34.181977,-118.363036,Ozone,0.012958
32,2021-01-03,34.181977,-118.363036,Ozone,0.014833
46,2021-01-04,34.181977,-118.363036,Ozone,0.01175
60,2021-01-05,34.181977,-118.363036,Ozone,0.007417
73,2021-01-06,34.181977,-118.363036,Ozone,0.011042
88,2021-01-07,34.181977,-118.363036,Ozone,0.01075
102,2021-01-08,34.181977,-118.363036,Ozone,0.01775
116,2021-01-09,34.181977,-118.363036,Ozone,0.026833
130,2021-01-10,34.181977,-118.363036,Ozone,0.016118
140,2021-01-11,34.181977,-118.363036,Ozone,0.014412
160,2021-01-12,34.181977,-118.363036,Ozone,0.010941
174,2021-01-13,34.181977,-118.363036,Ozone,0.008792
188,2021-01-14,34.181977,-118.363036,Ozone,0.015292
196,2021-01-15,34.181977,-118.363036,Ozone,0.018529
210,2021-01-16,34.181977,-118.363036,Ozone,0.018792
230,2021-01-17,34.181977,-118.363036,Ozone,0.019417
244,2021-01-18,34.181977,-118.363036,Ozone,0.017833
258,2021-01-19,34.181977,-118.363036,Ozone,0.034792
272,2021-01-20,34.181977,-118.363036,Ozone,0.027375
286,2021-01-21,34.181977,-118.363036,Ozone,0.015167
300,2021-01-22,34.181977,-118.363036,Ozone,0.02475
314,2021-01-23,34.181977,-118.363036,Ozone,0.0195
328,2021-01-24,34.181977,-118.363036,Ozone,0.018792
342,2021-01-25,34.181977,-118.363036,Ozone,0.028792
355,2021-01-26,34.181977,-118.363036,Ozone,0.025458
372,2021-01-27,34.181977,-118.363036,Ozone,0.023118
382,2021-01-28,34.181977,-118.363036,Ozone,0.036353
404,2021-01-29,34.181977,-118.363036,Ozone,0.026833
415,2021-01-30,34.181977,-118.363036,Ozone,0.017353
424,2021-01-31,34.181977,-118.363036,Ozone,0.021941
439,2021-02-01,34.181977,-118.363036,Ozone,0.011706
455,2021-02-02,34.181977,-118.363036,Ozone,0.0308
467,2021-02-03,34.181977,-118.363036,Ozone,0.025154
478,2021-02-04,34.181977,-118.363036,Ozone,0.016833
502,2021-02-05,34.181977,-118.363036,Ozone,0.019941
515,2021-02-06,34.181977,-118.363036,Ozone,0.021471
522,2021-02-07,34.181977,-118.363036,Ozone,0.027765
533,2021-02-08,34.181977,-118.363036,Ozone,0.026208
543,2021-02-09,34.181977,-118.363036,Ozone,0.035958
557,2021-02-10,34.181977,-118.363036,Ozone,0.028083
572,2021-02-11,34.181977,-118.363036,Ozone,0.025292
587,2021-02-12,34.181977,-118.363036,Ozone,0.028542
601,2021-02-13,34.181977,-118.363036,Ozone,0.025833
614,2021-02-14,34.181977,-118.363036,Ozone,0.042875
627,2021-02-15,34.181977,-118.363036,Ozone,0.024292
636,2021-02-16,34.181977,-118.363036,Ozone,0.041824
650,2021-02-17,34.181977,-118.363036,Ozone,0.038545
671,2021-02-18,34.181977,-118.363036,Ozone,0.028375
682,2021-02-19,34.181977,-118.363036,Ozone,0.018792
697,2021-02-20,34.181977,-118.363036,Ozone,0.027167
723,2021-02-22,34.181977,-118.363036,Ozone,0.0
736,2021-02-23,34.181977,-118.363036,Ozone,0.015905
750,2021-02-24,34.181977,-118.363036,Ozone,0.023545
764,2021-02-25,34.181977,-118.363036,Ozone,0.021292
780,2021-02-26,34.181977,-118.363036,Ozone,0.020875
794,2021-02-27,34.181977,-118.363036,Ozone,0.037529
808,2021-02-28,34.181977,-118.363036,Ozone,0.023706
820,2021-03-01,34.181977,-118.363036,Ozone,0.023882
830,2021-03-02,34.181977,-118.363036,Ozone,0.023875
851,2021-03-03,34.181977,-118.363036,Ozone,0.025706
861,2021-03-04,34.181977,-118.363036,Ozone,0.025042
872,2021-03-05,34.181977,-118.363036,Ozone,0.030417
886,2021-03-06,34.181977,-118.363036,Ozone,0.027708
910,2021-03-07,34.181977,-118.363036,Ozone,0.03125
916,2021-03-08,34.181977,-118.363036,Ozone,0.029471
935,2021-03-09,34.181977,-118.363036,Ozone,0.038118
941,2021-03-10,34.181977,-118.363036,Ozone,0.037125
960,2021-03-11,34.181977,-118.363036,Ozone,0.024529
969,2021-03-12,34.181977,-118.363036,Ozone,0.020765
994,2021-03-13,34.181977,-118.363036,Ozone,0.024458
1002,2021-03-14,34.181977,-118.363036,Ozone,0.039792
1017,2021-03-15,34.181977,-118.363036,Ozone,0.037333
1032,2021-03-16,34.181977,-118.363036,Ozone,0.0295
1046,2021-03-17,34.181977,-118.363036,Ozone,0.024458
1059,2021-03-18,34.181977,-118.363036,Ozone,0.025458
1106,2021-03-22,34.181977,-118.363036,Ozone,0.013
1118,2021-03-23,34.181977,-118.363036,Ozone,0.043545
1138,2021-03-24,34.181977,-118.363036,Ozone,0.041955
1149,2021-03-25,34.181977,-118.363036,Ozone,0.039292
1163,2021-03-26,34.181977,-118.363036,Ozone,0.026765
1177,2021-03-27,34.181977,-118.363036,Ozone,0.025625
1193,2021-03-28,34.181977,-118.363036,Ozone,0.032125
