,date,lat,long,Parameter Name,mean_ozone
7,2021-01-01,34.276316,-118.683685,Ozone,0.032435
31,2021-01-02,34.276316,-118.683685,Ozone,0.018783
56,2021-01-03,34.276316,-118.683685,Ozone,0.023
80,2021-01-04,34.276316,-118.683685,Ozone,0.017059
104,2021-01-05,34.276316,-118.683685,Ozone,0.021174
128,2021-01-06,34.276316,-118.683685,Ozone,0.02513
144,2021-01-07,34.276316,-118.683685,Ozone,0.031261
168,2021-01-08,34.276316,-118.683685,Ozone,0.027652
192,2021-01-09,34.276316,-118.683685,Ozone,0.038087
223,2021-01-10,34.276316,-118.683685,Ozone,0.033217
247,2021-01-11,34.276316,-118.683685,Ozone,0.036652
270,2021-01-12,34.276316,-118.683685,Ozone,0.019826
287,2021-01-13,34.276316,-118.683685,Ozone,0.031913
302,2021-01-14,34.276316,-118.683685,Ozone,0.03787
319,2021-01-15,34.276316,-118.683685,Ozone,0.040522
332,2021-01-16,34.276316,-118.683685,Ozone,0.040609
356,2021-01-17,34.276316,-118.683685,Ozone,0.036174
380,2021-01-18,34.276316,-118.683685,Ozone,0.033765
404,2021-01-19,34.276316,-118.683685,Ozone,0.037261
428,2021-01-20,34.276316,-118.683685,Ozone,0.03713
452,2021-01-21,34.276316,-118.683685,Ozone,0.030696
477,2021-01-22,34.276316,-118.683685,Ozone,0.031957
501,2021-01-23,34.276316,-118.683685,Ozone,0.027565
525,2021-01-24,34.276316,-118.683685,Ozone,0.023739
549,2021-01-25,34.276316,-118.683685,Ozone,0.031609
573,2021-01-26,34.276316,-118.683685,Ozone,0.031118
597,2021-01-27,34.276316,-118.683685,Ozone,0.033059
621,2021-01-28,34.276316,-118.683685,Ozone,0.037647
645,2021-01-29,34.276316,-118.683685,Ozone,0.028522
669,2021-01-30,34.276316,-118.683685,Ozone,0.019478
693,2021-01-31,34.276316,-118.683685,Ozone,0.034826
717,2021-02-01,34.276316,-118.683685,Ozone,0.027304
741,2021-02-02,34.276316,-118.683685,Ozone,0.019696
765,2021-02-03,34.276316,-118.683685,Ozone,0.017739
789,2021-02-04,34.276316,-118.683685,Ozone,0.033565
812,2021-02-05,34.276316,-118.683685,Ozone,0.029913
836,2021-02-06,34.276316,-118.683685,Ozone,0.029609
861,2021-02-07,34.276316,-118.683685,Ozone,0.027348
885,2021-02-08,34.276316,-118.683685,Ozone,0.029261
908,2021-02-09,34.276316,-118.683685,Ozone,0.038739
932,2021-02-10,34.276316,-118.683685,Ozone,0.034826
957,2021-02-11,34.276316,-118.683685,Ozone,0.027
981,2021-02-12,34.276316,-118.683685,Ozone,0.029043
1005,2021-02-13,34.276316,-118.683685,Ozone,0.025565
1029,2021-02-14,34.276316,-118.683685,Ozone,0.04187
1053,2021-02-15,34.276316,-118.683685,Ozone,0.026647
1077,2021-02-16,34.276316,-118.683685,Ozone,0.041
1101,2021-02-17,34.276316,-118.683685,Ozone,0.041294
1125,2021-02-18,34.276316,-118.683685,Ozone,0.036522
1149,2021-02-19,34.276316,-118.683685,Ozone,0.026529
1194,2021-02-20,34.276316,-118.683685,Ozone,0.029783
1196,2021-02-21,34.276316,-118.683685,Ozone,0.043652
1240,2021-02-22,34.276316,-118.683685,Ozone,0.041565
1255,2021-02-23,34.276316,-118.683685,Ozone,0.027435
1279,2021-02-24,34.276316,-118.683685,Ozone,0.039739
1303,2021-02-25,34.276316,-118.683685,Ozone,0.045957
1316,2021-02-26,34.276316,-118.683685,Ozone,0.034706
1340,2021-02-27,34.276316,-118.683685,Ozone,0.04387
1381,2021-02-28,34.276316,-118.683685,Ozone,0.046176
1388,2021-03-01,34.276316,-118.683685,Ozone,0.032824
