system:index,date,lat,long,tmax,.geo
20220101,2022-01-01,34.276316,-118.683685,13.5600004196167,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220102,2022-01-02,34.276316,-118.683685,15.630000114440918,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220103,2022-01-03,34.276316,-118.683685,17.40999984741211,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220104,2022-01-04,34.276316,-118.683685,18.920000076293945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220105,2022-01-05,34.276316,-118.683685,21.1200008392334,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220106,2022-01-06,34.276316,-118.683685,24.920000076293945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220107,2022-01-07,34.276316,-118.683685,17.899999618530273,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220108,2022-01-08,34.276316,-118.683685,17.270000457763672,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220109,2022-01-09,34.276316,-118.683685,20.989999771118164,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220110,2022-01-10,34.276316,-118.683685,19.40999984741211,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220111,2022-01-11,34.276316,-118.683685,22.579999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220112,2022-01-12,34.276316,-118.683685,23.649999618530273,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220113,2022-01-13,34.276316,-118.683685,20.68000030517578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220114,2022-01-14,34.276316,-118.683685,23.329999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220115,2022-01-15,34.276316,-118.683685,19.90999984741211,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220116,2022-01-16,34.276316,-118.683685,22.469999313354492,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220117,2022-01-17,34.276316,-118.683685,16.65999984741211,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220118,2022-01-18,34.276316,-118.683685,16.850000381469727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220119,2022-01-19,34.276316,-118.683685,17.920000076293945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220120,2022-01-20,34.276316,-118.683685,22.950000762939453,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220121,2022-01-21,34.276316,-118.683685,21.829999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220122,2022-01-22,34.276316,-118.683685,19.579999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220123,2022-01-23,34.276316,-118.683685,22.260000228881836,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220124,2022-01-24,34.276316,-118.683685,22.729999542236328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220125,2022-01-25,34.276316,-118.683685,20.84000015258789,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220126,2022-01-26,34.276316,-118.683685,19.479999542236328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220127,2022-01-27,34.276316,-118.683685,20.8799991607666,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220128,2022-01-28,34.276316,-118.683685,19.760000228881836,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220129,2022-01-29,34.276316,-118.683685,18.15999984741211,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220130,2022-01-30,34.276316,-118.683685,23.31999969482422,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220131,2022-01-31,34.276316,-118.683685,17.559999465942383,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220201,2022-02-01,34.276316,-118.683685,17.440000534057617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220202,2022-02-02,34.276316,-118.683685,15.359999656677246,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220203,2022-02-03,34.276316,-118.683685,18.1299991607666,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220204,2022-02-04,34.276316,-118.683685,18.3799991607666,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220205,2022-02-05,34.276316,-118.683685,21.079999923706055,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220206,2022-02-06,34.276316,-118.683685,24.360000610351562,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220207,2022-02-07,34.276316,-118.683685,23.850000381469727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220208,2022-02-08,34.276316,-118.683685,25.670000076293945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220209,2022-02-09,34.276316,-118.683685,27.209999084472656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220210,2022-02-10,34.276316,-118.683685,27.479999542236328,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220211,2022-02-11,34.276316,-118.683685,29.940000534057617,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220212,2022-02-12,34.276316,-118.683685,28.860000610351562,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220213,2022-02-13,34.276316,-118.683685,29.209999084472656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220214,2022-02-14,34.276316,-118.683685,25.600000381469727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220215,2022-02-15,34.276316,-118.683685,15.850000381469727,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220216,2022-02-16,34.276316,-118.683685,18.209999084472656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220217,2022-02-17,34.276316,-118.683685,20.280000686645508,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220218,2022-02-18,34.276316,-118.683685,22.670000076293945,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220219,2022-02-19,34.276316,-118.683685,23.93000030517578,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220220,2022-02-20,34.276316,-118.683685,20.260000228881836,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220221,2022-02-21,34.276316,-118.683685,15.40999984741211,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220222,2022-02-22,34.276316,-118.683685,13.210000038146973,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220223,2022-02-23,34.276316,-118.683685,12.039999961853027,"{""type"":""MultiPoint"",""coordinates"":[]}"
