system:index,covcd,date,lat,long,.geo
20210704T211044_20210708T100152,,2021-07-04,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210704T225214_20210708T095933,,2021-07-04,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T003343_20210708T100233,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T021513_20210708T100323,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T035643_20210708T100412,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T053812_20210708T100528,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T071942_20210708T100640,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T090112_20210708T100824,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T104242_20210708T101015,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T122412_20210708T101128,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T140541_20210708T101246,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T154711_20210708T101406,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T172841_20210708T101527,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T191011_20210708T101645,0.027912756428068574,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T205140_20210708T101807,0.028135603293722136,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210705T223310_20210708T101923,,2021-07-05,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T001440_20210708T102042,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T015610_20210708T102203,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T033739_20210708T102321,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T051909_20210708T103246,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T070039_20210708T075327,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T084209_20210708T083310,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T102339_20210708T095336,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T120508_20210708T121430,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T134638_20210708T142539,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T152808_20210708T153010,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T170937_20210708T153112,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T185107_20210708T173907,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T203237_20210708T174009,0.026887733232044703,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T221407_20210708T174114,,2021-07-06,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210706T235537_20210708T214234,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T013706_20210708T214334,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T031836_20210709T034711,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T050006_20210709T034811,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T064135_20210709T034910,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T082305_20210709T055820,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T100435_20210709T055916,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T114605_20210709T061557,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T132735_20210709T075209,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T150904_20210709T082135,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T165034_20210709T082232,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T183204_20210709T092956,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T201333_20210709T123433,0.03254483640187649,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T215503_20210709T123548,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210707T233633_20210709T154310,,2021-07-07,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T011803_20210709T154422,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T025932_20210709T164241,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T044102_20210709T183240,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T062232_20210709T201341,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T080402_20210709T215425,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T094532_20210709T233449,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T112701_20210710T011629,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T130831_20210710T025632,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T145001_20210710T043747,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T163130_20210710T061735,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T181300_20210710T075823,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T195430_20210710T093842,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T213600_20210710T111916,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210708T231729_20210710T131030,,2021-07-08,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T005859_20210710T145020,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T024029_20210710T163047,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T042158_20210710T181145,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T060328_20210710T195207,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T074458_20210710T213314,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T092628_20210710T231349,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T110758_20210711T005522,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T124927_20210711T023436,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T143057_20210711T041501,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T161227_20210711T055553,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T175356_20210711T074542,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T193526_20210711T092610,0.03437359258525881,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T211656_20210711T110646,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210709T225826_20210711T124758,,2021-07-09,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T003955_20210711T142730,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T022125_20210711T160805,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T040255_20210711T174823,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T054424_20210711T192843,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T072554_20210711T210921,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T090724_20210711T224936,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T104854_20210712T004031,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T123024_20210712T022024,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T141153_20210712T040047,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T155323_20210712T054107,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T173453_20210712T072201,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T191622_20210712T090146,0.033445951961234725,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T205752_20210712T104205,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210710T223922_20210712T122221,,2021-07-10,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T002052_20210712T141320,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T020221_20210712T155247,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T034351_20210712T173255,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T052521_20210712T191322,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T070650_20210712T205309,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T084820_20210712T223316,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T102950_20210713T001320,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T121120_20210713T015401,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T135249_20210713T034338,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T153419_20210713T052341,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T171549_20210713T070349,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T185718_20210713T084422,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T203848_20210713T102407,0.032436553388771314,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210711T222018_20210713T120413,,2021-07-11,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T000148_20210713T134454,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T014317_20210713T153427,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T032447_20210713T171431,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T050617_20210713T185436,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T064746_20210713T203443,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T082916_20210713T221447,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T101046_20210713T235451,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T115216_20210714T013528,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T133345_20210714T032501,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T151515_20210714T050504,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T165645_20210714T064508,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T183814_20210714T082513,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T201944_20210714T100539,0.03477791366028766,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T220114_20210714T114520,,2021-07-12,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210712T234244_20210714T132556,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T012413_20210714T151529,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T030543_20210714T165535,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T044713_20210714T183539,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T062842_20210714T201542,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T081012_20210714T215548,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T095142_20210714T233551,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T113312_20210715T011626,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T131441_20210715T030559,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T145611_20210715T044604,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T163741_20210715T062606,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T181910_20210715T080611,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T200040_20210715T094615,0.039000492542906724,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T214210_20210715T112646,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210713T232340_20210715T130653,,2021-07-13,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T010509_20210715T145626,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T024639_20210715T163631,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T042808_20210715T181635,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T060938_20210715T195640,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T075108_20210715T213644,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T093238_20210715T231650,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T111407_20210716T005726,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T125537_20210716T024704,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T143707_20210716T042708,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T161836_20210716T060713,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T180006_20210716T074717,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T194136_20210716T092726,0.03401918141435709,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T212306_20210716T110730,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210714T230435_20210716T124807,,2021-07-14,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T004605_20210716T143743,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T022735_20210716T161751,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T040904_20210716T175757,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T055034_20210716T193804,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T073204_20210716T211810,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T091334_20210716T225816,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T105503_20210717T003857,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T123633_20210717T021829,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T141803_20210717T040835,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T155932_20210717T054839,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T174102_20210717T072844,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T192232_20210717T090850,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T210401_20210717T104854,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210715T224531_20210717T122927,,2021-07-15,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T002701_20210717T140936,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T020830_20210717T155913,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T035000_20210717T173919,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T053130_20210717T191926,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T071259_20210717T205931,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T085429_20210717T223937,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T103559_20210718T001947,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T121729_20210718T020023,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T135858_20210718T035006,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T154028_20210718T053011,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T172157_20210718T071019,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T190327_20210718T085024,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T204457_20210718T103030,0.034465540200405265,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210716T222627_20210718T121035,,2021-07-16,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210717T000756_20210718T135108,,2021-07-17,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210717T014926_20210718T154115,,2021-07-17,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
20210717T033056_20210718T172057,,2021-07-17,34.1326,-118.1272,"{""type"":""MultiPoint"",""coordinates"":[]}"
