system:index,date,lat,long,prcp,.geo
20220317,2022-03-17,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220318,2022-03-18,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220319,2022-03-19,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220320,2022-03-20,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220321,2022-03-21,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220322,2022-03-22,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220323,2022-03-23,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220324,2022-03-24,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220325,2022-03-25,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220326,2022-03-26,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220327,2022-03-27,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220328,2022-03-28,34.181977,-118.363036,23.260000228881836,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220329,2022-03-29,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220330,2022-03-30,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220331,2022-03-31,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220401,2022-04-01,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220402,2022-04-02,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220403,2022-04-03,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220404,2022-04-04,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220405,2022-04-05,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220406,2022-04-06,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220407,2022-04-07,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220408,2022-04-08,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220409,2022-04-09,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220410,2022-04-10,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220411,2022-04-11,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220412,2022-04-12,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220413,2022-04-13,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220414,2022-04-14,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220415,2022-04-15,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220416,2022-04-16,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220417,2022-04-17,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220418,2022-04-18,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220419,2022-04-19,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220420,2022-04-20,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220421,2022-04-21,34.181977,-118.363036,7.650000095367432,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220422,2022-04-22,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220423,2022-04-23,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220424,2022-04-24,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220425,2022-04-25,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220426,2022-04-26,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220427,2022-04-27,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220428,2022-04-28,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220429,2022-04-29,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220430,2022-04-30,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220501,2022-05-01,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220502,2022-05-02,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220503,2022-05-03,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220504,2022-05-04,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220505,2022-05-05,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220506,2022-05-06,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220507,2022-05-07,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220508,2022-05-08,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220509,2022-05-09,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220510,2022-05-10,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220511,2022-05-11,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220512,2022-05-12,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220513,2022-05-13,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220514,2022-05-14,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220515,2022-05-15,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220516,2022-05-16,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220517,2022-05-17,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220518,2022-05-18,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220519,2022-05-19,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220520,2022-05-20,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220521,2022-05-21,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220522,2022-05-22,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220523,2022-05-23,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220524,2022-05-24,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220525,2022-05-25,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220526,2022-05-26,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220527,2022-05-27,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220528,2022-05-28,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220529,2022-05-29,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220530,2022-05-30,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220531,2022-05-31,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220601,2022-06-01,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220602,2022-06-02,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220603,2022-06-03,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220604,2022-06-04,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220605,2022-06-05,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220606,2022-06-06,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220607,2022-06-07,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220608,2022-06-08,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220609,2022-06-09,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220610,2022-06-10,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220611,2022-06-11,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220612,2022-06-12,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220613,2022-06-13,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220614,2022-06-14,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220615,2022-06-15,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220616,2022-06-16,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220617,2022-06-17,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220618,2022-06-18,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220619,2022-06-19,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220620,2022-06-20,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220621,2022-06-21,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220622,2022-06-22,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220623,2022-06-23,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220624,2022-06-24,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220625,2022-06-25,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220626,2022-06-26,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220627,2022-06-27,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220628,2022-06-28,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220629,2022-06-29,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220630,2022-06-30,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220701,2022-07-01,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220702,2022-07-02,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220703,2022-07-03,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220704,2022-07-04,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220705,2022-07-05,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220706,2022-07-06,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220707,2022-07-07,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220708,2022-07-08,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220709,2022-07-09,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220710,2022-07-10,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220711,2022-07-11,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220712,2022-07-12,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220713,2022-07-13,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220714,2022-07-14,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220715,2022-07-15,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220716,2022-07-16,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220717,2022-07-17,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220718,2022-07-18,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220719,2022-07-19,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220720,2022-07-20,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220721,2022-07-21,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220722,2022-07-22,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220723,2022-07-23,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220724,2022-07-24,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220725,2022-07-25,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220726,2022-07-26,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220727,2022-07-27,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220728,2022-07-28,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220729,2022-07-29,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220730,2022-07-30,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220731,2022-07-31,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220801,2022-08-01,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220802,2022-08-02,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220803,2022-08-03,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220804,2022-08-04,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220805,2022-08-05,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220806,2022-08-06,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220807,2022-08-07,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220808,2022-08-08,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220809,2022-08-09,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220810,2022-08-10,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220811,2022-08-11,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220812,2022-08-12,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220813,2022-08-13,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220814,2022-08-14,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220815,2022-08-15,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220816,2022-08-16,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220817,2022-08-17,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220818,2022-08-18,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220819,2022-08-19,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220820,2022-08-20,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220821,2022-08-21,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220822,2022-08-22,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220823,2022-08-23,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220824,2022-08-24,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220825,2022-08-25,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220826,2022-08-26,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220827,2022-08-27,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220828,2022-08-28,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220829,2022-08-29,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220830,2022-08-30,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220831,2022-08-31,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220901,2022-09-01,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220902,2022-09-02,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220903,2022-09-03,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220904,2022-09-04,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220905,2022-09-05,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220906,2022-09-06,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220907,2022-09-07,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220908,2022-09-08,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220909,2022-09-09,34.181977,-118.363036,4.739999771118164,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220910,2022-09-10,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220911,2022-09-11,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220912,2022-09-12,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220913,2022-09-13,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220914,2022-09-14,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220915,2022-09-15,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220916,2022-09-16,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220917,2022-09-17,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220918,2022-09-18,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220919,2022-09-19,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220920,2022-09-20,34.181977,-118.363036,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
