system:index,date,lat,long,srad,.geo
20220101,2022-01-01,34.181977,-118.363036,235.3300018310547,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220102,2022-01-02,34.181977,-118.363036,270.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220103,2022-01-03,34.181977,-118.363036,274.5299987792969,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220104,2022-01-04,34.181977,-118.363036,280.4700012207031,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220105,2022-01-05,34.181977,-118.363036,275.7300109863281,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220106,2022-01-06,34.181977,-118.363036,257.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220107,2022-01-07,34.181977,-118.363036,214.85000610351562,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220108,2022-01-08,34.181977,-118.363036,248.64999389648438,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220109,2022-01-09,34.181977,-118.363036,297.67999267578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220110,2022-01-10,34.181977,-118.363036,246.11000061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220111,2022-01-11,34.181977,-118.363036,282.9599914550781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220112,2022-01-12,34.181977,-118.363036,269.44000244140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220113,2022-01-13,34.181977,-118.363036,216.27000427246094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220114,2022-01-14,34.181977,-118.363036,266.0199890136719,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220115,2022-01-15,34.181977,-118.363036,205.60000610351562,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220116,2022-01-16,34.181977,-118.363036,214.08999633789062,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220117,2022-01-17,34.181977,-118.363036,89.61000061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220118,2022-01-18,34.181977,-118.363036,158.42999267578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220119,2022-01-19,34.181977,-118.363036,252.61000061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220120,2022-01-20,34.181977,-118.363036,296.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220121,2022-01-21,34.181977,-118.363036,289.70001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220122,2022-01-22,34.181977,-118.363036,207.92999267578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220123,2022-01-23,34.181977,-118.363036,272.0899963378906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220124,2022-01-24,34.181977,-118.363036,283.57000732421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220125,2022-01-25,34.181977,-118.363036,303.239990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220126,2022-01-26,34.181977,-118.363036,310.5799865722656,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220127,2022-01-27,34.181977,-118.363036,313.1099853515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220128,2022-01-28,34.181977,-118.363036,294.989990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220129,2022-01-29,34.181977,-118.363036,264.3500061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220130,2022-01-30,34.181977,-118.363036,318.7900085449219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220131,2022-01-31,34.181977,-118.363036,269.1300048828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220201,2022-02-01,34.181977,-118.363036,236.27999877929688,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220202,2022-02-02,34.181977,-118.363036,291.19000244140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220203,2022-02-03,34.181977,-118.363036,328.7300109863281,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220204,2022-02-04,34.181977,-118.363036,334.2200012207031,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220205,2022-02-05,34.181977,-118.363036,357.2699890136719,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220206,2022-02-06,34.181977,-118.363036,340.1199951171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220207,2022-02-07,34.181977,-118.363036,345.4100036621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220208,2022-02-08,34.181977,-118.363036,360.1000061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220209,2022-02-09,34.181977,-118.363036,327.1499938964844,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220210,2022-02-10,34.181977,-118.363036,287.05999755859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220211,2022-02-11,34.181977,-118.363036,346.17999267578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220212,2022-02-12,34.181977,-118.363036,361.0899963378906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220213,2022-02-13,34.181977,-118.363036,354.1300048828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220214,2022-02-14,34.181977,-118.363036,328.9599914550781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220215,2022-02-15,34.181977,-118.363036,220.67999267578125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220216,2022-02-16,34.181977,-118.363036,315.0899963378906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220217,2022-02-17,34.181977,-118.363036,361.0400085449219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220218,2022-02-18,34.181977,-118.363036,377.510009765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220219,2022-02-19,34.181977,-118.363036,362.54998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220220,2022-02-20,34.181977,-118.363036,315.7200012207031,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220221,2022-02-21,34.181977,-118.363036,161.30999755859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220222,2022-02-22,34.181977,-118.363036,203.11000061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220223,2022-02-23,34.181977,-118.363036,277.4700012207031,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220224,2022-02-24,34.181977,-118.363036,361.6600036621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220225,2022-02-25,34.181977,-118.363036,389.57000732421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220226,2022-02-26,34.181977,-118.363036,406.0400085449219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220227,2022-02-27,34.181977,-118.363036,425.0400085449219,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220228,2022-02-28,34.181977,-118.363036,394.45001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220301,2022-03-01,34.181977,-118.363036,400.4800109863281,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220302,2022-03-02,34.181977,-118.363036,393.8599853515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220303,2022-03-03,34.181977,-118.363036,312.1600036621094,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220304,2022-03-04,34.181977,-118.363036,209.41000366210938,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220305,2022-03-05,34.181977,-118.363036,263.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220306,2022-03-06,34.181977,-118.363036,387.989990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220307,2022-03-07,34.181977,-118.363036,420.32000732421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220308,2022-03-08,34.181977,-118.363036,397.19000244140625,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220309,2022-03-09,34.181977,-118.363036,404.79998779296875,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220310,2022-03-10,34.181977,-118.363036,362.3399963378906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220311,2022-03-11,34.181977,-118.363036,416.55999755859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220312,2022-03-12,34.181977,-118.363036,441.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220313,2022-03-13,34.181977,-118.363036,447.55999755859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220314,2022-03-14,34.181977,-118.363036,451.3399963378906,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220315,2022-03-15,34.181977,-118.363036,427.3500061035156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220316,2022-03-16,34.181977,-118.363036,397.239990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220317,2022-03-17,34.181977,-118.363036,414.239990234375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220318,2022-03-18,34.181977,-118.363036,397.6400146484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220319,2022-03-19,34.181977,-118.363036,323.8900146484375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220320,2022-03-20,34.181977,-118.363036,398.95001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220321,2022-03-21,34.181977,-118.363036,440.4200134277344,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220322,2022-03-22,34.181977,-118.363036,477.7799987792969,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220323,2022-03-23,34.181977,-118.363036,458.30999755859375,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220324,2022-03-24,34.181977,-118.363036,458.2099914550781,"{""type"":""MultiPoint"",""coordinates"":[]}"
20220325,2022-03-25,34.181977,-118.363036,451.70001220703125,"{""type"":""MultiPoint"",""coordinates"":[]}"
