date,lat,long,Parameter Name,mean_ozone
2022-04-10,34.01029,-118.0685,Ozone,0.046529
2022-04-11,34.01029,-118.0685,Ozone,0.041833
2022-04-12,34.01029,-118.0685,Ozone,0.041875
2022-04-13,34.01029,-118.0685,Ozone,0.032833
2022-04-14,34.01029,-118.0685,Ozone,0.025588
2022-04-15,34.01029,-118.0685,Ozone,0.027583
2022-04-16,34.01029,-118.0685,Ozone,0.025833
2022-04-17,34.01029,-118.0685,Ozone,0.028118
2022-04-18,34.01029,-118.0685,Ozone,0.036471
2022-04-19,34.01029,-118.0685,Ozone,0.031647
2022-04-20,34.01029,-118.0685,Ozone,0.0345
2022-04-21,34.01029,-118.0685,Ozone,0.033647
2022-04-22,34.01029,-118.0685,Ozone,0.034048
2022-04-23,34.01029,-118.0685,Ozone,0.028583
2022-04-24,34.01029,-118.0685,Ozone,0.029333
2022-04-25,34.01029,-118.0685,Ozone,0.030417
2022-04-26,34.01029,-118.0685,Ozone,0.03325
2022-04-27,34.01029,-118.0685,Ozone,0.043083
2022-04-28,34.01029,-118.0685,Ozone,0.042292
2022-04-29,34.01029,-118.0685,Ozone,0.032667
2022-04-30,34.01029,-118.0685,Ozone,0.034958
2022-05-01,34.01029,-118.0685,Ozone,0.0425
2022-05-02,34.01029,-118.0685,Ozone,0.038625
2022-05-03,34.01029,-118.0685,Ozone,0.038667
2022-05-04,34.01029,-118.0685,Ozone,0.038208
2022-05-05,34.01029,-118.0685,Ozone,0.0375
2022-05-06,34.01029,-118.0685,Ozone,0.039118
2022-05-07,34.01029,-118.0685,Ozone,0.036941
2022-05-08,34.01029,-118.0685,Ozone,0.038583
2022-05-09,34.01029,-118.0685,Ozone,0.033708
2022-05-10,34.01029,-118.0685,Ozone,0.030176
2022-05-11,34.01029,-118.0685,Ozone,0.026941
2022-05-12,34.01029,-118.0685,Ozone,0.027292
2022-05-13,34.01029,-118.0685,Ozone,0.029583
2022-05-14,34.01029,-118.0685,Ozone,0.043542
2022-05-15,34.01029,-118.0685,Ozone,0.037042
2022-05-16,34.01029,-118.0685,Ozone,0.037125
2022-05-17,34.01029,-118.0685,Ozone,0.034167
2022-05-18,34.01029,-118.0685,Ozone,0.042833
2022-05-19,34.01029,-118.0685,Ozone,0.041773
2022-05-20,34.01029,-118.0685,Ozone,0.041333
2022-05-21,34.01029,-118.0685,Ozone,0.029882
2022-05-22,34.01029,-118.0685,Ozone,0.03025
2022-05-23,34.01029,-118.0685,Ozone,0.03725
2022-05-24,34.01029,-118.0685,Ozone,0.045417
2022-05-25,34.01029,-118.0685,Ozone,0.03725
2022-05-26,34.01029,-118.0685,Ozone,0.035792
2022-05-27,34.01029,-118.0685,Ozone,0.032833
2022-05-28,34.01029,-118.0685,Ozone,0.0325
2022-05-29,34.01029,-118.0685,Ozone,0.032625
2022-05-30,34.01029,-118.0685,Ozone,0.035667
2022-05-31,34.01029,-118.0685,Ozone,0.031917
2022-06-01,34.01029,-118.0685,Ozone,0.035542
2022-06-02,34.01029,-118.0685,Ozone,0.034042
2022-06-03,34.01029,-118.0685,Ozone,0.039375
2022-06-04,34.01029,-118.0685,Ozone,0.036542
2022-06-05,34.01029,-118.0685,Ozone,0.03175
2022-06-06,34.01029,-118.0685,Ozone,0.029042
2022-06-07,34.01029,-118.0685,Ozone,0.032625
2022-06-08,34.01029,-118.0685,Ozone,0.039083
2022-06-09,34.01029,-118.0685,Ozone,0.044588
2022-06-10,34.01029,-118.0685,Ozone,0.042529
2022-06-11,34.01029,-118.0685,Ozone,0.036
2022-06-12,34.01029,-118.0685,Ozone,0.041353
2022-06-13,34.01029,-118.0685,Ozone,0.030471
2022-06-14,34.01029,-118.0685,Ozone,0.038765
2022-06-15,34.01029,-118.0685,Ozone,0.041708
2022-06-16,34.01029,-118.0685,Ozone,0.042
2022-06-17,34.01029,-118.0685,Ozone,0.045292
2022-06-18,34.01029,-118.0685,Ozone,0.032167
2022-06-19,34.01029,-118.0685,Ozone,0.030667
2022-06-20,34.01029,-118.0685,Ozone,0.034708
2022-06-21,34.01029,-118.0685,Ozone,0.033708
2022-06-22,34.01029,-118.0685,Ozone,0.0245
2022-06-23,34.01029,-118.0685,Ozone,0.03225
2022-06-24,34.01029,-118.0685,Ozone,0.030417
2022-06-25,34.01029,-118.0685,Ozone,0.032647
2022-06-26,34.01029,-118.0685,Ozone,0.036125
2022-06-27,34.01029,-118.0685,Ozone,0.033208
2022-06-28,34.01029,-118.0685,Ozone,0.033667
2022-06-29,34.01029,-118.0685,Ozone,0.034958
2022-06-30,34.01029,-118.0685,Ozone,0.036583
2022-07-01,34.01029,-118.0685,Ozone,0.033375
2022-07-02,34.01029,-118.0685,Ozone,0.030625
2022-07-03,34.01029,-118.0685,Ozone,0.0315
2022-07-04,34.01029,-118.0685,Ozone,0.03
2022-07-05,34.01029,-118.0685,Ozone,0.024292
2022-07-06,34.01029,-118.0685,Ozone,0.015917
2022-07-07,34.01029,-118.0685,Ozone,0.019333
2022-07-08,34.01029,-118.0685,Ozone,0.02425
2022-07-09,34.01029,-118.0685,Ozone,0.025333
2022-07-10,34.01029,-118.0685,Ozone,0.0275
2022-07-11,34.01029,-118.0685,Ozone,0.025542
2022-07-12,34.01029,-118.0685,Ozone,0.025375
2022-07-13,34.01029,-118.0685,Ozone,0.027583
2022-07-14,34.01029,-118.0685,Ozone,0.022875
2022-07-15,34.01029,-118.0685,Ozone,0.03025
2022-07-16,34.01029,-118.0685,Ozone,0.037417
2022-07-17,34.01029,-118.0685,Ozone,0.034647
2022-07-18,34.01029,-118.0685,Ozone,0.026941
2022-07-19,34.01029,-118.0685,Ozone,0.026292
2022-07-20,34.01029,-118.0685,Ozone,0.025875
2022-07-21,34.01029,-118.0685,Ozone,0.024875
2022-07-22,34.01029,-118.0685,Ozone,0.033125
2022-07-23,34.01029,-118.0685,Ozone,0.037083
2022-07-24,34.01029,-118.0685,Ozone,0.038042
2022-07-25,34.01029,-118.0685,Ozone,0.036625
2022-07-26,34.01029,-118.0685,Ozone,0.035176
2022-07-27,34.01029,-118.0685,Ozone,0.029708
2022-07-28,34.01029,-118.0685,Ozone,0.018526
2022-07-29,34.01029,-118.0685,Ozone,0.026
2022-07-30,34.01029,-118.0685,Ozone,0.029471
2022-07-31,34.01029,-118.0685,Ozone,0.028647
2022-08-01,34.01029,-118.0685,Ozone,0.017917
2022-08-02,34.01029,-118.0685,Ozone,0.012353
2022-08-03,34.01029,-118.0685,Ozone,0.022125
2022-08-04,34.01029,-118.0685,Ozone,0.013235
2022-08-05,34.01029,-118.0685,Ozone,0.022609
2022-08-06,34.01029,-118.0685,Ozone,0.020833
2022-08-07,34.01029,-118.0685,Ozone,0.030417
2022-08-08,34.01029,-118.0685,Ozone,0.034294
2022-08-09,34.01029,-118.0685,Ozone,0.031882
2022-08-10,34.01029,-118.0685,Ozone,0.026652
2022-08-11,34.01029,-118.0685,Ozone,0.024875
2022-08-12,34.01029,-118.0685,Ozone,0.018611
2022-08-13,34.01029,-118.0685,Ozone,0.036292
2022-08-14,34.01029,-118.0685,Ozone,0.039875
2022-08-15,34.01029,-118.0685,Ozone,0.033375
2022-08-16,34.01029,-118.0685,Ozone,0.031167
2022-08-17,34.01029,-118.0685,Ozone,0.02475
2022-08-18,34.01029,-118.0685,Ozone,0.020167
2022-08-19,34.01029,-118.0685,Ozone,0.027625
2022-08-20,34.01029,-118.0685,Ozone,0.029792
2022-08-21,34.01029,-118.0685,Ozone,0.027542
2022-08-22,34.01029,-118.0685,Ozone,0.02325
2022-08-23,34.01029,-118.0685,Ozone,0.039706
2022-08-24,34.01029,-118.0685,Ozone,0.026118
2022-08-25,34.01029,-118.0685,Ozone,0.026059
2022-08-26,34.01029,-118.0685,Ozone,0.026412
2022-08-27,34.01029,-118.0685,Ozone,0.02475
2022-08-28,34.01029,-118.0685,Ozone,0.026412
2022-08-29,34.01029,-118.0685,Ozone,0.022824
2022-08-30,34.01029,-118.0685,Ozone,0.022292
2022-08-31,34.01029,-118.0685,Ozone,0.021625
2022-09-01,34.01029,-118.0685,Ozone,0.03175
2022-09-02,34.01029,-118.0685,Ozone,0.031917
2022-09-03,34.01029,-118.0685,Ozone,0.040458
2022-09-04,34.01029,-118.0685,Ozone,0.039417
2022-09-05,34.01029,-118.0685,Ozone,0.037167
2022-09-06,34.01029,-118.0685,Ozone,0.031375
2022-09-07,34.01029,-118.0685,Ozone,0.027542
2022-09-08,34.01029,-118.0685,Ozone,0.024375
2022-09-09,34.01029,-118.0685,Ozone,0.016708
2022-09-10,34.01029,-118.0685,Ozone,0.017708
2022-09-11,34.01029,-118.0685,Ozone,0.020375
2022-09-12,34.01029,-118.0685,Ozone,0.017125
2022-09-13,34.01029,-118.0685,Ozone,0.023118
2022-09-14,34.01029,-118.0685,Ozone,0.024208
2022-09-15,34.01029,-118.0685,Ozone,0.028875
2022-09-16,34.01029,-118.0685,Ozone,0.02035
2022-09-17,34.01029,-118.0685,Ozone,0.027083
2022-09-18,34.01029,-118.0685,Ozone,0.026235
2022-09-19,34.01029,-118.0685,Ozone,0.017909
2022-09-20,34.01029,-118.0685,Ozone,0.014875
2022-09-21,34.01029,-118.0685,Ozone,0.0165
2022-09-22,34.01029,-118.0685,Ozone,0.021625
2022-09-23,34.01029,-118.0685,Ozone,0.02925
2022-09-24,34.01029,-118.0685,Ozone,0.031708
2022-09-25,34.01029,-118.0685,Ozone,0.033
2022-09-26,34.01029,-118.0685,Ozone,0.027375
2022-09-27,34.01029,-118.0685,Ozone,0.025542
2022-09-28,34.01029,-118.0685,Ozone,0.031958
2022-09-29,34.01029,-118.0685,Ozone,0.032417
2022-09-30,34.01029,-118.0685,Ozone,0.033292
2022-10-01,34.01029,-118.0685,Ozone,0.037417
2022-10-02,34.01029,-118.0685,Ozone,0.039708
2022-10-03,34.01029,-118.0685,Ozone,0.025294
2022-10-04,34.01029,-118.0685,Ozone,0.032882
2022-10-05,34.01029,-118.0685,Ozone,0.040353
2022-10-06,34.01029,-118.0685,Ozone,0.034579
2022-10-07,34.01029,-118.0685,Ozone,0.036429
2022-10-08,34.01029,-118.0685,Ozone,0.041471
2022-10-09,34.01029,-118.0685,Ozone,0.036042
2022-10-10,34.01029,-118.0685,Ozone,0.03
2022-10-11,34.01029,-118.0685,Ozone,0.037208
2022-10-12,34.01029,-118.0685,Ozone,0.033083
2022-10-13,34.01029,-118.0685,Ozone,0.034042
2022-10-14,34.01029,-118.0685,Ozone,0.03525
2022-10-15,34.01029,-118.0685,Ozone,0.030917
2022-10-16,34.01029,-118.0685,Ozone,0.021542
2022-10-17,34.01029,-118.0685,Ozone,0.016583
2022-10-18,34.01029,-118.0685,Ozone,0.021708
2022-10-19,34.01029,-118.0685,Ozone,0.019625
2022-10-20,34.01029,-118.0685,Ozone,0.022708
2022-10-21,34.01029,-118.0685,Ozone,0.033583
2022-10-22,34.01029,-118.0685,Ozone,0.038208
2022-10-23,34.01029,-118.0685,Ozone,0.026792
2022-10-24,34.01029,-118.0685,Ozone,0.016042
2022-10-25,34.01029,-118.0685,Ozone,0.016667
2022-10-26,34.01029,-118.0685,Ozone,0.01775
2022-10-27,34.01029,-118.0685,Ozone,0.018083
2022-10-28,34.01029,-118.0685,Ozone,0.019875
2022-10-29,34.01029,-118.0685,Ozone,0.020542
2022-10-30,34.01029,-118.0685,Ozone,0.023958
2022-10-31,34.01029,-118.0685,Ozone,0.015875
2022-11-01,34.01029,-118.0685,Ozone,0.024333
2022-11-02,34.01029,-118.0685,Ozone,0.023458
2022-11-03,34.01029,-118.0685,Ozone,0.023292
2022-11-04,34.01029,-118.0685,Ozone,0.012833
2022-11-05,34.01029,-118.0685,Ozone,0.017059
2022-11-06,34.01029,-118.0685,Ozone,0.024783
2022-11-07,34.01029,-118.0685,Ozone,0.011118
2022-11-08,34.01029,-118.0685,Ozone,0.020792
2022-11-09,34.01029,-118.0685,Ozone,0.017417
2022-11-10,34.01029,-118.0685,Ozone,0.011042
2022-11-11,34.01029,-118.0685,Ozone,0.012125
2022-11-12,34.01029,-118.0685,Ozone,0.012875
2022-11-13,34.01029,-118.0685,Ozone,0.01625
2022-11-14,34.01029,-118.0685,Ozone,0.011417
2022-11-15,34.01029,-118.0685,Ozone,0.008905
2022-11-16,34.01029,-118.0685,Ozone,0.012
2022-11-17,34.01029,-118.0685,Ozone,0.012353
2022-11-18,34.01029,-118.0685,Ozone,0.012625
2022-11-19,34.01029,-118.0685,Ozone,0.015826
2022-11-20,34.01029,-118.0685,Ozone,0.015667
2022-11-21,34.01029,-118.0685,Ozone,0.01175
2022-11-22,34.01029,-118.0685,Ozone,0.008792
2022-11-23,34.01029,-118.0685,Ozone,0.008833
2022-11-24,34.01029,-118.0685,Ozone,0.013375
2022-11-25,34.01029,-118.0685,Ozone,0.013
2022-11-26,34.01029,-118.0685,Ozone,0.014208
2022-11-27,34.01029,-118.0685,Ozone,0.018875
2022-11-28,34.01029,-118.0685,Ozone,0.02275
2022-11-29,34.01029,-118.0685,Ozone,0.01405
2022-11-30,34.01029,-118.0685,Ozone,0.020542
2022-12-01,34.01029,-118.0685,Ozone,0.019708
2022-12-02,34.01029,-118.0685,Ozone,0.015708
2022-12-03,34.01029,-118.0685,Ozone,0.008958
2022-12-04,34.01029,-118.0685,Ozone,0.010958
2022-12-05,34.01029,-118.0685,Ozone,0.015083
2022-12-06,34.01029,-118.0685,Ozone,0.011118
