,date,lat,long,Parameter Name,mean_ozone
11,2022-01-01,33.901389,-118.205,Ozone,0.0035
42,2022-01-02,33.901389,-118.205,Ozone,0.017292
66,2022-01-03,33.901389,-118.205,Ozone,0.012941
94,2022-01-04,33.901389,-118.205,Ozone,0.011353
125,2022-01-05,33.901389,-118.205,Ozone,0.007235
153,2022-01-06,33.901389,-118.205,Ozone,0.004227
181,2022-01-07,33.901389,-118.205,Ozone,0.01119
209,2022-01-08,33.901389,-118.205,Ozone,0.020792
237,2022-01-09,33.901389,-118.205,Ozone,0.017647
267,2022-01-10,33.901389,-118.205,Ozone,0.008882
285,2022-01-11,33.901389,-118.205,Ozone,0.007714
313,2022-01-12,33.901389,-118.205,Ozone,0.00355
341,2022-01-13,33.901389,-118.205,Ozone,0.000952
369,2022-01-14,33.901389,-118.205,Ozone,0.006417
397,2022-01-15,33.901389,-118.205,Ozone,0.008542
426,2022-01-16,33.901389,-118.205,Ozone,0.01525
456,2022-01-17,33.901389,-118.205,Ozone,0.021958
484,2022-01-18,33.901389,-118.205,Ozone,0.025417
512,2022-01-19,33.901389,-118.205,Ozone,0.012125
539,2022-01-20,33.901389,-118.205,Ozone,0.013042
567,2022-01-21,33.901389,-118.205,Ozone,0.015792
595,2022-01-22,33.901389,-118.205,Ozone,0.022625
625,2022-01-23,33.901389,-118.205,Ozone,0.014333
654,2022-01-24,33.901389,-118.205,Ozone,0.01275
682,2022-01-25,33.901389,-118.205,Ozone,0.015958
710,2022-01-26,33.901389,-118.205,Ozone,0.010875
738,2022-01-27,33.901389,-118.205,Ozone,0.011083
765,2022-01-28,33.901389,-118.205,Ozone,0.013708
795,2022-01-29,33.901389,-118.205,Ozone,0.010208
828,2022-01-30,33.901389,-118.205,Ozone,0.012542
856,2022-01-31,33.901389,-118.205,Ozone,0.010417
884,2022-02-01,33.901389,-118.205,Ozone,0.015375
912,2022-02-02,33.901389,-118.205,Ozone,0.013833
940,2022-02-03,33.901389,-118.205,Ozone,0.013042
970,2022-02-04,33.901389,-118.205,Ozone,0.012625
998,2022-02-05,33.901389,-118.205,Ozone,0.016125
1026,2022-02-06,33.901389,-118.205,Ozone,0.013042
1066,2022-02-07,33.901389,-118.205,Ozone,0.014292
1094,2022-02-08,33.901389,-118.205,Ozone,0.013042
1116,2022-02-09,33.901389,-118.205,Ozone,0.014417
1135,2022-02-10,33.901389,-118.205,Ozone,0.017042
1163,2022-02-11,33.901389,-118.205,Ozone,0.016875
1191,2022-02-12,33.901389,-118.205,Ozone,0.015458
1219,2022-02-13,33.901389,-118.205,Ozone,0.020208
1247,2022-02-14,33.901389,-118.205,Ozone,0.018708
1276,2022-02-15,33.901389,-118.205,Ozone,0.030708
1306,2022-02-16,33.901389,-118.205,Ozone,0.015792
1334,2022-02-17,33.901389,-118.205,Ozone,0.019083
1362,2022-02-18,33.901389,-118.205,Ozone,0.017125
1389,2022-02-19,33.901389,-118.205,Ozone,0.019333
1417,2022-02-20,33.901389,-118.205,Ozone,0.027
1445,2022-02-21,33.901389,-118.205,Ozone,0.033542
1475,2022-02-22,33.901389,-118.205,Ozone,0.03575
1503,2022-02-23,33.901389,-118.205,Ozone,0.029792
1531,2022-02-24,33.901389,-118.205,Ozone,0.020292
1560,2022-02-25,33.901389,-118.205,Ozone,0.016045
1588,2022-02-26,33.901389,-118.205,Ozone,0.017792
1616,2022-02-27,33.901389,-118.205,Ozone,0.020875
1646,2022-02-28,33.901389,-118.205,Ozone,0.017167
1684,2022-03-01,33.901389,-118.205,Ozone,0.016667
1701,2022-03-02,33.901389,-118.205,Ozone,0.018292
1729,2022-03-03,33.901389,-118.205,Ozone,0.032875
1757,2022-03-04,33.901389,-118.205,Ozone,0.030292
1785,2022-03-05,33.901389,-118.205,Ozone,0.0345
1815,2022-03-06,33.901389,-118.205,Ozone,0.023042
1844,2022-03-07,33.901389,-118.205,Ozone,0.019708
1872,2022-03-08,33.901389,-118.205,Ozone,0.022292
1900,2022-03-09,33.901389,-118.205,Ozone,0.024792
1928,2022-03-10,33.901389,-118.205,Ozone,0.029792
1955,2022-03-11,33.901389,-118.205,Ozone,0.024542
1984,2022-03-12,33.901389,-118.205,Ozone,0.027583
2012,2022-03-13,33.901389,-118.205,Ozone,0.036882
2040,2022-03-14,33.901389,-118.205,Ozone,0.033083
2068,2022-03-15,33.901389,-118.205,Ozone,0.024792
2096,2022-03-16,33.901389,-118.205,Ozone,0.025875
2125,2022-03-17,33.901389,-118.205,Ozone,0.028
2155,2022-03-18,33.901389,-118.205,Ozone,0.026417
2183,2022-03-19,33.901389,-118.205,Ozone,0.026667
2211,2022-03-20,33.901389,-118.205,Ozone,0.033542
2238,2022-03-21,33.901389,-118.205,Ozone,0.027765
2266,2022-03-22,33.901389,-118.205,Ozone,0.028765
2294,2022-03-23,33.901389,-118.205,Ozone,0.034235
2324,2022-03-24,33.901389,-118.205,Ozone,0.028417
2352,2022-03-25,33.901389,-118.205,Ozone,0.027042
2380,2022-03-26,33.901389,-118.205,Ozone,0.0315
2409,2022-03-27,33.901389,-118.205,Ozone,0.0425
2437,2022-03-28,33.901389,-118.205,Ozone,0.035167
2465,2022-03-29,33.901389,-118.205,Ozone,0.026353
2495,2022-03-30,33.901389,-118.205,Ozone,0.023048
2533,2022-03-31,33.901389,-118.205,Ozone,0.03375
2550,2022-04-01,33.901389,-118.205,Ozone,0.031
2578,2022-04-02,33.901389,-118.205,Ozone,0.034417
2606,2022-04-03,33.901389,-118.205,Ozone,0.042412
2635,2022-04-04,33.901389,-118.205,Ozone,0.028941
2664,2022-04-05,33.901389,-118.205,Ozone,0.02475
2692,2022-04-06,33.901389,-118.205,Ozone,0.031333
2720,2022-04-07,33.901389,-118.205,Ozone,0.029167
2749,2022-04-08,33.901389,-118.205,Ozone,0.030333
2777,2022-04-09,33.901389,-118.205,Ozone,0.035958
