,date,lat,long,Parameter Name,mean_ozone
28,2022-01-01,34.06659,-118.22688,Ozone,0.019792
82,2022-01-02,34.06659,-118.22688,Ozone,0.017958
186,2022-01-03,34.06659,-118.22688,Ozone,0.012792
228,2022-01-04,34.06659,-118.22688,Ozone,0.00975
536,2022-01-05,34.06659,-118.22688,Ozone,0.006417
610,2022-01-06,34.06659,-118.22688,Ozone,0.005542
651,2022-01-07,34.06659,-118.22688,Ozone,0.010792
705,2022-01-08,34.06659,-118.22688,Ozone,0.025958
810,2022-01-09,34.06659,-118.22688,Ozone,0.014208
851,2022-01-10,34.06659,-118.22688,Ozone,0.010792
879,2022-01-11,34.06659,-118.22688,Ozone,0.014417
1186,2022-01-12,34.06659,-118.22688,Ozone,0.0075
1227,2022-01-13,34.06659,-118.22688,Ozone,0.002542
1345,2022-01-14,34.06659,-118.22688,Ozone,0.0075
1386,2022-01-15,34.06659,-118.22688,Ozone,0.013958
1427,2022-01-16,34.06659,-118.22688,Ozone,0.019542
1455,2022-01-17,34.06659,-118.22688,Ozone,0.017118
1781,2022-01-18,34.06659,-118.22688,Ozone,0.022542
1822,2022-01-19,34.06659,-118.22688,Ozone,0.013083
1855,2022-01-20,34.06659,-118.22688,Ozone,0.013
1960,2022-01-21,34.06659,-118.22688,Ozone,0.020917
2001,2022-01-22,34.06659,-118.22688,Ozone,0.028792
2255,2022-01-23,34.06659,-118.22688,Ozone,0.016
2306,2022-01-24,34.06659,-118.22688,Ozone,0.010667
2347,2022-01-25,34.06659,-118.22688,Ozone,0.012208
2401,2022-01-26,34.06659,-118.22688,Ozone,0.012542
2498,2022-01-27,34.06659,-118.22688,Ozone,0.014
2539,2022-01-28,34.06659,-118.22688,Ozone,0.014292
2575,2022-01-29,34.06659,-118.22688,Ozone,0.01075
2899,2022-01-30,34.06659,-118.22688,Ozone,0.015625
2940,2022-01-31,34.06659,-118.22688,Ozone,0.009667
2965,2022-02-01,34.06659,-118.22688,Ozone,0.017375
3081,2022-02-02,34.06659,-118.22688,Ozone,0.01625
3122,2022-02-03,34.06659,-118.22688,Ozone,0.013583
3404,2022-02-04,34.06659,-118.22688,Ozone,0.012182
3455,2022-02-05,34.06659,-118.22688,Ozone,0.0155
3498,2022-02-06,34.06659,-118.22688,Ozone,0.015125
3566,2022-02-07,34.06659,-118.22688,Ozone,0.01575
3668,2022-02-08,34.06659,-118.22688,Ozone,0.016667
3705,2022-02-09,34.06659,-118.22688,Ozone,0.013375
4011,2022-02-10,34.06659,-118.22688,Ozone,0.018
4060,2022-02-11,34.06659,-118.22688,Ozone,0.015625
4098,2022-02-12,34.06659,-118.22688,Ozone,0.018083
4174,2022-02-13,34.06659,-118.22688,Ozone,0.027292
4206,2022-02-14,34.06659,-118.22688,Ozone,0.022
4244,2022-02-15,34.06659,-118.22688,Ozone,0.033875
4266,2022-02-16,34.06659,-118.22688,Ozone,0.021059
4570,2022-02-17,34.06659,-118.22688,Ozone,0.020667
4608,2022-02-18,34.06659,-118.22688,Ozone,0.018917
4660,2022-02-19,34.06659,-118.22688,Ozone,0.023458
4762,2022-02-20,34.06659,-118.22688,Ozone,0.02825
4800,2022-02-21,34.06659,-118.22688,Ozone,0.035083
4829,2022-02-22,34.06659,-118.22688,Ozone,0.035792
5099,2022-02-23,34.06659,-118.22688,Ozone,0.035042
5137,2022-02-24,34.06659,-118.22688,Ozone,0.0215
5188,2022-02-25,34.06659,-118.22688,Ozone,0.019667
5290,2022-02-26,34.06659,-118.22688,Ozone,0.020375
5328,2022-02-27,34.06659,-118.22688,Ozone,0.026167
5563,2022-02-28,34.06659,-118.22688,Ozone,0.01675
5607,2022-03-01,34.06659,-118.22688,Ozone,0.018304
5645,2022-03-02,34.06659,-118.22688,Ozone,0.018542
5693,2022-03-03,34.06659,-118.22688,Ozone,0.028583
5798,2022-03-04,34.06659,-118.22688,Ozone,0.029958
5837,2022-03-05,34.06659,-118.22688,Ozone,0.028059
5908,2022-03-06,34.06659,-118.22688,Ozone,0.025917
6229,2022-03-07,34.06659,-118.22688,Ozone,0.017625
6268,2022-03-08,34.06659,-118.22688,Ozone,0.019458
6372,2022-03-09,34.06659,-118.22688,Ozone,0.037059
6410,2022-03-10,34.06659,-118.22688,Ozone,0.027059
6431,2022-03-11,34.06659,-118.22688,Ozone,0.025042
6463,2022-03-12,34.06659,-118.22688,Ozone,0.024958
6783,2022-03-13,34.06659,-118.22688,Ozone,0.028292
6819,2022-03-14,34.06659,-118.22688,Ozone,0.02775
6927,2022-03-15,34.06659,-118.22688,Ozone,0.021083
6965,2022-03-16,34.06659,-118.22688,Ozone,0.0255
7003,2022-03-17,34.06659,-118.22688,Ozone,0.023333
7054,2022-03-18,34.06659,-118.22688,Ozone,0.023833
7376,2022-03-19,34.06659,-118.22688,Ozone,0.026542
7414,2022-03-20,34.06659,-118.22688,Ozone,0.038083
7465,2022-03-21,34.06659,-118.22688,Ozone,0.02325
7567,2022-03-22,34.06659,-118.22688,Ozone,0.023875
7605,2022-03-23,34.06659,-118.22688,Ozone,0.027667
7672,2022-03-24,34.06659,-118.22688,Ozone,0.027167
7905,2022-03-25,34.06659,-118.22688,Ozone,0.023792
7943,2022-03-26,34.06659,-118.22688,Ozone,0.028375
8004,2022-03-27,34.06659,-118.22688,Ozone,0.041917
8108,2022-03-28,34.06659,-118.22688,Ozone,0.033583
8147,2022-03-29,34.06659,-118.22688,Ozone,0.023583
8446,2022-03-30,34.06659,-118.22688,Ozone,0.023458
8531,2022-03-31,34.06659,-118.22688,Ozone,0.031125
8572,2022-04-01,34.06659,-118.22688,Ozone,0.029708
8625,2022-04-02,34.06659,-118.22688,Ozone,0.0385
8729,2022-04-03,34.06659,-118.22688,Ozone,0.043208
8769,2022-04-04,34.06659,-118.22688,Ozone,0.033208
8792,2022-04-05,34.06659,-118.22688,Ozone,0.021083
9089,2022-04-06,34.06659,-118.22688,Ozone,0.037941
9130,2022-04-07,34.06659,-118.22688,Ozone,0.02975
9183,2022-04-08,34.06659,-118.22688,Ozone,0.0262
9287,2022-04-09,34.06659,-118.22688,Ozone,0.035458
9320,2022-04-10,34.06659,-118.22688,Ozone,0.045667
9398,2022-04-11,34.06659,-118.22688,Ozone,0.03825
9703,2022-04-12,34.06659,-118.22688,Ozone,0.043238
9741,2022-04-13,34.06659,-118.22688,Ozone,0.038
9787,2022-04-14,34.06659,-118.22688,Ozone,0.030833
9891,2022-04-15,34.06659,-118.22688,Ozone,0.029208
9931,2022-04-16,34.06659,-118.22688,Ozone,0.029667
10213,2022-04-17,34.06659,-118.22688,Ozone,0.034333
10263,2022-04-18,34.06659,-118.22688,Ozone,0.028
10302,2022-04-19,34.06659,-118.22688,Ozone,0.027333
10356,2022-04-20,34.06659,-118.22688,Ozone,0.034261
10460,2022-04-21,34.06659,-118.22688,Ozone,0.029083
10500,2022-04-22,34.06659,-118.22688,Ozone,0.035792
10792,2022-04-23,34.06659,-118.22688,Ozone,0.026125
10863,2022-04-24,34.06659,-118.22688,Ozone,0.034353
10903,2022-04-25,34.06659,-118.22688,Ozone,0.033417
10956,2022-04-26,34.06659,-118.22688,Ozone,0.030833
11060,2022-04-27,34.06659,-118.22688,Ozone,0.0397
11100,2022-04-28,34.06659,-118.22688,Ozone,0.040591
11128,2022-04-29,34.06659,-118.22688,Ozone,0.033458
11428,2022-04-30,34.06659,-118.22688,Ozone,0.033083
11468,2022-05-01,34.06659,-118.22688,Ozone,0.040833
11525,2022-05-02,34.06659,-118.22688,Ozone,0.039542
11630,2022-05-03,34.06659,-118.22688,Ozone,0.040042
11671,2022-05-04,34.06659,-118.22688,Ozone,0.034542
11934,2022-05-05,34.06659,-118.22688,Ozone,0.033583
12035,2022-05-06,34.06659,-118.22688,Ozone,0.027167
12072,2022-05-07,34.06659,-118.22688,Ozone,0.032833
12128,2022-05-08,34.06659,-118.22688,Ozone,0.03725
12232,2022-05-09,34.06659,-118.22688,Ozone,0.033208
12273,2022-05-10,34.06659,-118.22688,Ozone,0.028
12306,2022-05-11,34.06659,-118.22688,Ozone,0.032333
12612,2022-05-12,34.06659,-118.22688,Ozone,0.031333
12652,2022-05-13,34.06659,-118.22688,Ozone,0.029667
12773,2022-05-14,34.06659,-118.22688,Ozone,0.042292
12813,2022-05-15,34.06659,-118.22688,Ozone,0.033333
12853,2022-05-16,34.06659,-118.22688,Ozone,0.033917
12902,2022-05-17,34.06659,-118.22688,Ozone,0.031542
13222,2022-05-18,34.06659,-118.22688,Ozone,0.0375
13262,2022-05-19,34.06659,-118.22688,Ozone,0.0355
13326,2022-05-20,34.06659,-118.22688,Ozone,0.036111
13430,2022-05-21,34.06659,-118.22688,Ozone,0.035917
13470,2022-05-22,34.06659,-118.22688,Ozone,0.035294
13757,2022-05-23,34.06659,-118.22688,Ozone,0.040353
13808,2022-05-24,34.06659,-118.22688,Ozone,0.043059
13848,2022-05-25,34.06659,-118.22688,Ozone,0.040167
13876,2022-05-26,34.06659,-118.22688,Ozone,0.039941
13998,2022-05-27,34.06659,-118.22688,Ozone,0.034958
14038,2022-05-28,34.06659,-118.22688,Ozone,0.032625
14312,2022-05-29,34.06659,-118.22688,Ozone,0.029417
14407,2022-05-30,34.06659,-118.22688,Ozone,0.0335
14447,2022-05-31,34.06659,-118.22688,Ozone,0.030458
14504,2022-06-01,34.06659,-118.22688,Ozone,0.028625
14608,2022-06-02,34.06659,-118.22688,Ozone,0.033
14648,2022-06-03,34.06659,-118.22688,Ozone,0.037458
14926,2022-06-04,34.06659,-118.22688,Ozone,0.034375
14976,2022-06-05,34.06659,-118.22688,Ozone,0.027208
15016,2022-06-06,34.06659,-118.22688,Ozone,0.027471
15075,2022-06-07,34.06659,-118.22688,Ozone,0.02675
15179,2022-06-08,34.06659,-118.22688,Ozone,0.033583
15217,2022-06-09,34.06659,-118.22688,Ozone,0.045588
15252,2022-06-10,34.06659,-118.22688,Ozone,0.039958
15562,2022-06-11,34.06659,-118.22688,Ozone,0.034875
15602,2022-06-12,34.06659,-118.22688,Ozone,0.037833
15723,2022-06-13,34.06659,-118.22688,Ozone,0.03
15763,2022-06-14,34.06659,-118.22688,Ozone,0.034125
15803,2022-06-15,34.06659,-118.22688,Ozone,0.034917
15836,2022-06-16,34.06659,-118.22688,Ozone,0.038667
16142,2022-06-17,34.06659,-118.22688,Ozone,0.041042
16182,2022-06-18,34.06659,-118.22688,Ozone,0.032375
16241,2022-06-19,34.06659,-118.22688,Ozone,0.030042
16345,2022-06-20,34.06659,-118.22688,Ozone,0.034458
16385,2022-06-21,34.06659,-118.22688,Ozone,0.028458
16676,2022-06-22,34.06659,-118.22688,Ozone,0.030083
16748,2022-06-23,34.06659,-118.22688,Ozone,0.034
16788,2022-06-24,34.06659,-118.22688,Ozone,0.029417
16845,2022-06-25,34.06659,-118.22688,Ozone,0.029375
16950,2022-06-26,34.06659,-118.22688,Ozone,0.034667
16991,2022-06-27,34.06659,-118.22688,Ozone,0.038353
17022,2022-06-28,34.06659,-118.22688,Ozone,0.031667
17323,2022-06-29,34.06659,-118.22688,Ozone,0.032583
17363,2022-06-30,34.06659,-118.22688,Ozone,0.034125
17420,2022-07-01,34.06659,-118.22688,Ozone,0.032167
17524,2022-07-02,34.06659,-118.22688,Ozone,0.029
17565,2022-07-03,34.06659,-118.22688,Ozone,0.030458
17851,2022-07-04,34.06659,-118.22688,Ozone,0.032208
17922,2022-07-05,34.06659,-118.22688,Ozone,0.020625
17962,2022-07-06,34.06659,-118.22688,Ozone,0.015708
18019,2022-07-07,34.06659,-118.22688,Ozone,0.020091
18123,2022-07-08,34.06659,-118.22688,Ozone,0.025333
18165,2022-07-09,34.06659,-118.22688,Ozone,0.025875
18196,2022-07-10,34.06659,-118.22688,Ozone,0.025417
18500,2022-07-11,34.06659,-118.22688,Ozone,0.026333
18540,2022-07-12,34.06659,-118.22688,Ozone,0.025917
18598,2022-07-13,34.06659,-118.22688,Ozone,0.029208
18702,2022-07-14,34.06659,-118.22688,Ozone,0.0235
18742,2022-07-15,34.06659,-118.22688,Ozone,0.0295
18791,2022-07-16,34.06659,-118.22688,Ozone,0.031333
19110,2022-07-17,34.06659,-118.22688,Ozone,0.030333
19151,2022-07-18,34.06659,-118.22688,Ozone,0.024792
19206,2022-07-19,34.06659,-118.22688,Ozone,0.027042
19310,2022-07-20,34.06659,-118.22688,Ozone,0.025292
19351,2022-07-21,34.06659,-118.22688,Ozone,0.029417
19454,2022-07-22,34.06659,-118.22688,Ozone,0.030792
19673,2022-07-23,34.06659,-118.22688,Ozone,0.036625
19713,2022-07-24,34.06659,-118.22688,Ozone,0.035833
19834,2022-07-25,34.06659,-118.22688,Ozone,0.034583
19874,2022-07-26,34.06659,-118.22688,Ozone,0.033417
19914,2022-07-27,34.06659,-118.22688,Ozone,0.031353
19954,2022-07-28,34.06659,-118.22688,Ozone,0.025941
20290,2022-07-29,34.06659,-118.22688,Ozone,0.029765
20331,2022-07-30,34.06659,-118.22688,Ozone,0.0225
20388,2022-07-31,34.06659,-118.22688,Ozone,0.032125
20473,2022-08-01,34.06659,-118.22688,Ozone,0.023208
20524,2022-08-02,34.06659,-118.22688,Ozone,0.022292
20557,2022-08-03,34.06659,-118.22688,Ozone,0.025792
20863,2022-08-04,34.06659,-118.22688,Ozone,0.024333
20903,2022-08-05,34.06659,-118.22688,Ozone,0.019417
20998,2022-08-06,34.06659,-118.22688,Ozone,0.018083
21061,2022-08-07,34.06659,-118.22688,Ozone,0.026208
21090,2022-08-08,34.06659,-118.22688,Ozone,0.030375
21390,2022-08-09,34.06659,-118.22688,Ozone,0.028833
21456,2022-08-10,34.06659,-118.22688,Ozone,0.027833
21496,2022-08-11,34.06659,-118.22688,Ozone,0.024042
21553,2022-08-12,34.06659,-118.22688,Ozone,0.025417
21657,2022-08-13,34.06659,-118.22688,Ozone,0.035542
21697,2022-08-14,34.06659,-118.22688,Ozone,0.039917
21987,2022-08-15,34.06659,-118.22688,Ozone,0.029875
22038,2022-08-16,34.06659,-118.22688,Ozone,0.030292
22077,2022-08-17,34.06659,-118.22688,Ozone,0.026583
22133,2022-08-18,34.06659,-118.22688,Ozone,0.0255
22237,2022-08-19,34.06659,-118.22688,Ozone,0.02725
22277,2022-08-20,34.06659,-118.22688,Ozone,0.030625
22317,2022-08-21,34.06659,-118.22688,Ozone,0.030042
22640,2022-08-22,34.06659,-118.22688,Ozone,0.02775
22680,2022-08-23,34.06659,-118.22688,Ozone,0.026458
22801,2022-08-24,34.06659,-118.22688,Ozone,0.02425
