,date,lat,long,Parameter Name,mean_ozone
8918,2022-11-28,34.276316,-118.683685,Ozone,0.033043
8942,2022-11-29,34.276316,-118.683685,Ozone,0.020909
8966,2022-11-30,34.276316,-118.683685,Ozone,0.031762
8990,2022-12-01,34.276316,-118.683685,Ozone,0.03413
8999,2022-12-02,34.276316,-118.683685,Ozone,0.024217
9025,2022-12-03,34.276316,-118.683685,Ozone,0.015696
9050,2022-12-04,34.276316,-118.683685,Ozone,0.011348
9074,2022-12-05,34.276316,-118.683685,Ozone,0.020565
9099,2022-12-06,34.276316,-118.683685,Ozone,0.017409
9143,2022-12-07,34.276316,-118.683685,Ozone,0.016043
9170,2022-12-08,34.276316,-118.683685,Ozone,0.016136
9194,2022-12-09,34.276316,-118.683685,Ozone,0.014739
9219,2022-12-10,34.276316,-118.683685,Ozone,0.023696
9244,2022-12-11,34.276316,-118.683685,Ozone,0.031304
9268,2022-12-12,34.276316,-118.683685,Ozone,0.028435
9292,2022-12-13,34.276316,-118.683685,Ozone,0.02213
9316,2022-12-14,34.276316,-118.683685,Ozone,0.013348
9340,2022-12-15,34.276316,-118.683685,Ozone,0.01787
9362,2022-12-16,34.276316,-118.683685,Ozone,0.039353
9386,2022-12-17,34.276316,-118.683685,Ozone,0.029478
9410,2022-12-18,34.276316,-118.683685,Ozone,0.019565
9454,2022-12-19,34.276316,-118.683685,Ozone,0.016348
9482,2022-12-20,34.276316,-118.683685,Ozone,0.020217
9507,2022-12-21,34.276316,-118.683685,Ozone,0.029478
9531,2022-12-22,34.276316,-118.683685,Ozone,0.013435
9555,2022-12-23,34.276316,-118.683685,Ozone,0.018652
9579,2022-12-24,34.276316,-118.683685,Ozone,0.036478
9603,2022-12-25,34.276316,-118.683685,Ozone,0.029261
9617,2022-12-26,34.276316,-118.683685,Ozone,0.012706
9641,2022-12-27,34.276316,-118.683685,Ozone,0.022059
9682,2022-12-28,34.276316,-118.683685,Ozone,0.023043
9707,2022-12-29,34.276316,-118.683685,Ozone,0.027783
9731,2022-12-30,34.276316,-118.683685,Ozone,0.021348
9775,2022-12-31,34.276316,-118.683685,Ozone,0.022696
